R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Lina Lansberg,Aspen Ladd,0,0,41,26,64.0,43.0,50,45,68.49,53.57,0,1,,100.0,0,0,0,0,162,204,7,19,28.0,38.0,25,7,86.21,70.0,9,0,90.0,,7,6,30.43,25.0,34,8,82.93,66.67,0,12,,50.0,blue,finish,KO/TKO,,2,2:33,3,2017-10-21,False,Women's Bantamweight
Felipe Arantes,Josh Emmett,0,4,43,67,32.0,31.0,44,78,32.35,33.77,0,1,0.0,50.0,0,0,0,0,0,165,32,43,26.89,23.63,5,14,55.56,73.68,6,10,100.0,100.0,43,45,32.33,27.61,0,0,0.0,,0,22,,45.83,blue,decision,,unanimous,3,5:00,3,2017-10-21,False,Featherweight
Tony Ferguson,Kevin Lee,0,0,54,55,52.0,46.0,57,71,53.77,51.82,0,3,,50.0,2,0,0,0,2,289,40,41,49.38,40.59,6,14,46.15,77.78,8,0,88.89,,40,35,47.06,38.89,1,0,100.0,0.0,13,20,76.47,71.43,red,finish,SUB,,3,4:02,5,2017-10-07,True,Lightweight
Demetrious Johnson,Ray Borg,0,0,64,13,79.0,44.0,172,22,81.13,56.41,8,3,100.0,30.0,2,0,0,0,1067,128,24,8,70.59,38.1,34,4,91.89,66.67,6,1,60.0,50.0,16,7,57.14,33.33,10,5,90.91,71.43,38,1,90.48,100.0,red,finish,SUB,,5,3:15,5,2017-10-07,True,Flyweight
Fabricio Werdum,Walt Harris,0,0,0,0,0.0,,0,0,0.0,,1,0,100.0,,1,0,0,0,31,0,0,0,0.0,,0,0,,,0,0,,,0,0,0.0,,0,0,,,0,0,,,red,finish,SUB,,1,1:05,3,2017-10-07,False,Heavyweight
Mara Romero Borella,Kalindra Faria,0,0,3,0,60.0,0.0,16,0,88.89,0.0,1,0,100.0,,1,0,0,0,161,0,2,0,50.0,0.0,0,0,,,1,0,100.0,0.0,1,0,33.33,0.0,0,0,,,2,0,100.0,,red,finish,SUB,,1,2:54,3,2017-10-07,False,Women's Flyweight
Beneil Dariush,Evan Dunham,1,0,81,36,51.0,31.0,92,66,54.76,44.3,0,1,,14.0,0,0,0,0,176,194,60,32,44.78,29.36,8,4,88.89,66.67,13,0,92.86,,48,32,43.24,29.09,10,4,66.67,80.0,23,0,74.19,,draw,decision,,majority,3,5:00,3,2017-10-07,False,Lightweight
Tom Duquesnoy,Cody Stamann,0,0,33,66,33.0,39.0,76,81,52.41,43.78,1,4,100.0,80.0,0,0,0,0,17,170,22,33,27.16,27.97,8,19,61.54,67.86,3,14,75.0,63.64,31,53,32.98,35.33,2,8,50.0,61.54,0,5,,100.0,blue,decision,,split,3,5:00,3,2017-10-07,False,Bantamweight
Lando Vannata,King Green,1,0,104,93,44.0,40.0,111,104,46.44,42.28,4,1,80.0,33.0,1,0,0,0,68,130,67,66,37.22,33.85,19,15,59.38,68.18,18,12,90.0,80.0,89,74,43.2,35.24,6,19,66.67,86.36,9,0,52.94,,draw,decision,,split,3,5:00,3,2017-10-07,False,Lightweight
Pearl Gonzalez,Poliana Botelho,0,0,27,67,46.0,63.0,89,157,71.77,74.06,0,1,0.0,100.0,0,0,0,0,609,56,4,44,14.81,58.67,5,19,83.33,76.0,18,4,72.0,80.0,20,15,40.0,34.88,7,52,87.5,83.87,0,0,,,blue,decision,,unanimous,3,5:00,3,2017-10-07,False,Women's Strawweight
Matt Schnell,Marco Beltran,0,0,38,34,27.0,31.0,38,45,27.14,37.5,0,1,0.0,100.0,1,0,0,0,16,11,24,14,21.24,17.5,2,7,22.22,70.0,12,13,66.67,68.42,35,33,26.52,30.56,3,1,37.5,100.0,0,0,,,red,decision,,unanimous,3,5:00,3,2017-10-07,False,Flyweight
John Moraga,Bibulatov Magomed,1,0,8,5,57.0,50.0,8,5,57.14,50.0,0,0,0.0,,0,0,0,0,2,3,3,2,37.5,33.33,1,2,50.0,66.67,4,1,100.0,100.0,7,4,53.85,44.44,0,0,,,1,1,100.0,100.0,red,finish,KO/TKO,,1,1:38,3,2017-10-07,False,Flyweight
Thales Leites,Brad Tavares,0,1,46,70,34.0,51.0,50,80,36.5,54.79,0,0,0.0,,0,0,0,0,177,83,31,43,27.68,40.19,1,4,20.0,66.67,14,23,93.33,100.0,46,60,35.94,48.78,0,5,0.0,83.33,0,5,0.0,71.43,blue,decision,,unanimous,3,5:00,3,2017-10-07,False,Middleweight
Ovince Saint Preux,Yushin Okami,0,0,0,0,,,3,0,100.0,,0,0,,0.0,1,1,0,0,102,0,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,red,finish,SUB,,1,1:50,5,2017-09-22,False,Light Heavyweight
Claudia Gadelha,Jessica Andrade,0,0,42,141,46.0,58.0,47,242,48.96,68.17,0,4,0.0,57.0,2,0,0,0,8,515,41,83,47.13,47.43,1,50,25.0,86.21,0,8,,100.0,30,45,42.25,42.06,9,18,60.0,72.0,3,78,60.0,71.56,blue,decision,,unanimous,3,5:00,3,2017-09-22,False,Women's Strawweight
Takanori Gomi,Dong Hyun Ma,0,1,2,13,66.0,65.0,2,13,66.67,65.0,0,0,,,0,0,0,0,0,7,1,8,50.0,53.33,1,2,100.0,100.0,0,3,,100.0,2,8,66.67,88.89,0,0,,,0,5,,45.45,blue,finish,KO/TKO,,1,1:30,3,2017-09-22,False,Lightweight
Gokhan Saki,Henrique da Silva,2,0,40,20,60.0,44.0,40,21,60.61,45.65,0,0,,0.0,0,0,0,0,8,32,35,16,58.33,40.0,2,4,66.67,80.0,3,0,100.0,,39,12,60.0,32.43,1,8,100.0,100.0,0,0,,,red,finish,KO/TKO,,1,4:45,3,2017-09-22,False,Light Heavyweight
Teruto Ishihara,Rolando Dy,1,0,50,48,51.0,56.0,77,52,60.63,58.43,2,0,33.0,,0,0,0,0,357,1,32,30,41.56,49.18,6,15,75.0,71.43,12,3,92.31,100.0,25,33,42.37,48.53,2,13,100.0,100.0,23,2,62.16,50.0,red,decision,,unanimous,3,5:00,3,2017-09-22,False,Featherweight
Jussier Formiga,Yuta Sasaki,0,0,9,16,40.0,50.0,12,36,44.44,66.67,1,0,100.0,,2,0,0,0,92,0,6,6,33.33,37.5,1,9,100.0,69.23,2,1,66.67,33.33,9,14,40.91,46.67,0,2,,100.0,0,0,,,red,finish,SUB,,1,4:30,3,2017-09-22,False,Flyweight
Keita Nakamura,Alex Morono,0,0,27,38,31.0,30.0,29,39,32.95,31.45,2,0,100.0,,0,0,0,0,45,0,11,32,18.33,28.32,14,3,63.64,50.0,2,3,50.0,75.0,27,37,31.76,30.33,0,1,0.0,100.0,0,0,,,red,decision,,split,3,5:00,3,2017-09-22,False,Welterweight
Syuri Kondo,Chan-Mi Jeon,0,0,135,95,47.0,27.0,137,99,47.9,28.78,0,0,,,0,0,0,0,0,0,100,73,40.98,24.41,26,12,89.66,44.44,9,10,81.82,71.43,123,92,45.9,27.96,12,3,75.0,27.27,0,0,,,red,decision,,split,3,5:00,3,2017-09-22,False,Women's Strawweight
Shinsho Anzai,Luke Jumeau,0,0,51,49,53.0,51.0,97,53,63.82,53.54,1,0,8.0,,0,0,0,0,218,123,36,29,52.94,41.43,13,7,65.0,58.33,2,13,28.57,100.0,22,19,39.29,32.2,28,30,80.0,83.33,1,0,25.0,,red,decision,,unanimous,3,5:00,3,2017-09-22,False,Welterweight
Daichi Abe,Hyun Gyu Lim,1,0,63,43,34.0,32.0,65,43,35.14,32.33,1,0,100.0,,0,0,0,0,5,0,35,26,25.55,24.07,4,4,57.14,66.67,24,13,61.54,68.42,54,43,31.4,32.33,3,0,60.0,,6,0,100.0,,red,decision,,unanimous,3,5:00,3,2017-09-22,False,Welterweight
Luke Rockhold,David Branch,0,0,58,25,68.0,44.0,68,51,70.1,62.2,2,1,40.0,50.0,0,0,0,0,221,138,40,13,65.57,30.95,8,10,61.54,83.33,10,2,90.91,100.0,21,17,65.62,36.96,3,8,42.86,80.0,34,0,73.91,,red,finish,KO/TKO,,2,4:05,5,2017-09-16,False,Middleweight
Mike Perry,Alex Reyes,1,0,11,6,61.0,46.0,11,6,61.11,46.15,0,0,,,0,0,0,0,2,18,10,1,58.82,14.29,0,4,,80.0,1,1,100.0,100.0,4,3,36.36,30.0,6,3,100.0,100.0,1,0,100.0,,red,finish,KO/TKO,,1,1:19,3,2017-09-16,False,Welterweight
Hector Lombard,Anthony Smith,0,1,65,35,48.0,30.0,68,38,49.64,32.2,1,0,50.0,0.0,0,0,0,0,96,3,26,27,28.89,26.47,7,6,87.5,60.0,32,2,88.89,66.67,52,27,48.15,26.73,10,6,50.0,66.67,3,2,50.0,40.0,blue,finish,KO/TKO,,3,2:33,3,2017-09-16,False,Middleweight
Gregor Gillespie,Jason Gonzalez,1,0,20,22,35.0,51.0,34,27,46.58,54.0,4,0,66.0,,1,0,0,0,348,0,19,17,35.85,47.22,1,5,33.33,71.43,0,0,,,12,16,35.29,44.44,1,5,16.67,100.0,7,1,43.75,50.0,red,finish,SUB,,2,2:11,3,2017-09-16,False,Lightweight
Kamaru Usman,Sergio Moraes,1,0,16,13,33.0,48.0,16,13,33.33,48.15,0,0,,,0,0,0,0,5,0,8,10,22.86,43.48,4,3,66.67,100.0,4,0,57.14,0.0,15,13,32.61,48.15,0,0,,,1,0,50.0,,red,finish,KO/TKO,,1,2:48,3,2017-09-16,False,Welterweight
Justin Ledet,Azunna Anyanwu,0,0,36,37,28.0,44.0,36,37,28.57,44.05,0,0,,,0,0,0,0,0,0,35,28,28.23,46.67,1,9,50.0,37.5,0,0,,,36,36,28.57,43.9,0,1,,50.0,0,0,,,red,decision,,split,3,5:00,3,2017-09-16,False,Heavyweight
Anthony Rocco Martin,Olivier Aubin-Mercier,0,0,15,20,36.0,43.0,56,47,58.33,60.26,0,4,,57.0,1,0,1,0,311,302,13,10,35.14,30.3,1,3,50.0,60.0,1,7,50.0,87.5,9,10,25.71,30.3,2,3,100.0,100.0,4,7,100.0,70.0,blue,decision,,split,3,5:00,3,2017-09-16,False,Lightweight
Anthony Hamilton,Daniel Spitz,0,0,0,5,0.0,83.0,0,5,0.0,83.33,0,1,,100.0,0,0,0,0,0,2,0,5,0.0,100.0,0,0,,0.0,0,0,,,0,1,0.0,50.0,0,0,,,0,4,,100.0,blue,finish,KO/TKO,,1,0:24,3,2017-09-16,False,Heavyweight
Krzysztof Jotko,Uriah Hall,1,1,44,26,48.0,59.0,60,26,55.56,59.09,1,0,50.0,,1,0,0,0,139,6,40,15,47.06,46.88,3,6,75.0,85.71,1,5,100.0,100.0,15,19,35.71,57.58,15,0,55.56,,14,7,66.67,63.64,blue,finish,KO/TKO,,2,2:25,3,2017-09-16,False,Middleweight
Jason Saggo,Gilbert Burns,0,1,35,42,38.0,44.0,39,50,39.39,48.08,1,2,50.0,66.0,0,0,0,0,63,92,11,27,18.33,35.06,9,8,64.29,80.0,15,7,83.33,87.5,30,31,35.71,39.74,2,6,66.67,60.0,3,5,60.0,71.43,blue,finish,KO/TKO,,2,4:55,3,2017-09-16,False,Lightweight
Amanda Nunes,Valentina Shevchenko,0,0,86,72,48.0,37.0,90,85,50.0,40.67,2,0,25.0,0.0,0,0,0,0,152,0,16,30,24.62,21.74,14,9,63.64,69.23,56,33,62.92,76.74,85,65,49.13,35.52,1,3,50.0,50.0,0,4,0.0,80.0,red,decision,,split,5,5:00,5,2017-09-09,True,Women's Bantamweight
Neil Magny,Rafael Dos Anjos,0,0,1,13,20.0,81.0,5,17,55.56,80.95,0,0,,,0,1,0,0,0,199,0,11,0.0,78.57,1,1,100.0,100.0,0,1,0.0,100.0,1,1,20.0,100.0,0,0,,,0,12,,80.0,blue,finish,SUB,,1,3:43,3,2017-09-09,False,Welterweight
Henry Cejudo,Wilson Reis,1,0,34,5,58.0,20.0,39,5,60.94,20.0,2,0,100.0,0.0,0,0,0,0,45,0,24,4,51.06,16.67,7,0,87.5,,3,1,100.0,100.0,24,5,58.54,20.0,2,0,66.67,,8,0,57.14,,red,finish,KO/TKO,,2,0:25,3,2017-09-09,False,Flyweight
Ilir Latifi,Tyson Pedro,0,0,44,31,55.0,57.0,59,44,62.77,64.71,4,0,80.0,,0,0,0,0,443,4,38,12,52.05,48.0,5,8,100.0,66.67,1,11,100.0,64.71,13,21,34.21,48.84,4,8,66.67,88.89,27,2,77.14,100.0,red,decision,,unanimous,3,5:00,3,2017-09-09,False,Light Heavyweight
Jeremy Stephens,Gilbert Melendez,5,0,96,29,38.0,22.0,101,30,39.61,23.08,0,0,,,0,0,0,0,81,0,53,27,26.9,22.13,11,1,61.11,25.0,32,1,91.43,33.33,79,27,34.5,21.77,7,2,70.0,100.0,10,0,90.91,0.0,red,decision,,unanimous,3,5:00,3,2017-09-09,False,Featherweight
Sara McMann,Ketlen Vieira,0,0,29,17,50.0,80.0,36,35,53.73,77.78,1,1,20.0,100.0,0,2,0,0,332,105,25,16,48.08,80.0,2,1,66.67,100.0,2,0,66.67,,1,0,11.11,0.0,9,14,81.82,100.0,19,3,50.0,100.0,blue,finish,SUB,,2,4:16,3,2017-09-09,False,Women's Bantamweight
Sarah Moras,Ashlee Evans-Smith,0,0,3,3,50.0,33.0,5,5,55.56,45.45,0,0,0.0,,1,0,0,0,8,146,2,1,40.0,20.0,0,2,,50.0,1,0,100.0,,0,0,0.0,0.0,0,2,0.0,50.0,3,1,75.0,100.0,red,finish,SUB,,1,2:51,3,2017-09-09,False,Women's Bantamweight
Gavin Tucker,Ricky Glenn,0,1,23,142,28.0,59.0,43,184,40.95,63.67,0,4,0.0,57.0,1,1,0,0,15,465,14,96,20.29,52.75,5,40,62.5,85.11,4,6,80.0,75.0,12,31,18.75,45.59,9,23,60.0,58.97,2,88,66.67,67.69,blue,decision,,unanimous,3,5:00,3,2017-09-09,False,Featherweight
Mitch Clarke,Alex White,0,3,28,57,33.0,49.0,34,62,37.78,50.82,0,0,0.0,,0,0,0,0,26,14,11,46,26.83,46.0,8,10,42.11,76.92,9,1,39.13,50.0,18,28,26.09,37.33,10,28,76.92,75.68,0,1,0.0,33.33,blue,finish,KO/TKO,,2,4:36,3,2017-09-09,False,Lightweight
Luis Henrique,Arjan Bhullar,0,1,32,24,28.0,48.0,54,60,39.42,62.5,0,1,,100.0,0,0,0,0,0,247,18,23,18.95,47.92,9,1,64.29,50.0,5,0,100.0,,26,14,25.74,41.18,6,5,46.15,62.5,0,5,,62.5,blue,decision,,unanimous,3,5:00,3,2017-09-09,False,Heavyweight
Kajan Johnson,Adriano Martins,1,0,26,16,41.0,51.0,26,16,41.27,51.61,0,0,,,0,1,0,0,1,10,7,8,24.14,38.1,12,0,57.14,,7,8,53.85,80.0,24,16,39.34,51.61,0,0,,,2,0,100.0,,red,finish,KO/TKO,,3,0:49,3,2017-09-09,False,Lightweight
Alexander Volkov,Stefan Struve,1,0,135,41,53.0,25.0,144,41,54.55,25.31,2,0,100.0,,0,0,0,0,59,0,84,26,47.19,20.8,18,8,66.67,29.63,33,7,68.75,70.0,114,41,53.27,25.31,3,0,27.27,,18,0,64.29,,red,finish,KO/TKO,,3,3:30,5,2017-09-02,False,Heavyweight
Siyar Bahadurzada,Rob Wilkinson,3,0,43,24,53.0,52.0,44,34,53.66,58.62,0,2,,40.0,1,0,0,0,28,137,36,11,48.65,36.67,7,4,100.0,66.67,0,9,,90.0,18,22,41.86,51.16,14,2,87.5,66.67,11,0,50.0,,red,finish,KO/TKO,,2,3:10,3,2017-09-02,False,Middleweight
Marion Reneau,Talita Bernardo,0,0,57,22,44.0,25.0,118,38,61.46,33.93,0,3,,42.0,5,1,1,0,208,386,47,11,40.52,14.67,9,4,90.0,80.0,1,7,100.0,87.5,24,18,35.29,21.69,10,1,90.91,100.0,23,3,47.92,75.0,red,finish,KO/TKO,,3,4:54,3,2017-09-02,False,Women's Bantamweight
Leon Edwards,Bryan Barberena,0,1,23,44,45.0,50.0,58,115,66.67,70.55,3,0,50.0,,3,1,0,0,487,85,13,28,32.5,43.08,3,9,75.0,90.0,7,7,100.0,58.33,21,17,42.86,30.36,2,23,100.0,95.83,0,4,,57.14,red,decision,,unanimous,3,5:00,3,2017-09-02,False,Welterweight
Darren Till,Bojan Velickovic,0,0,49,34,56.0,23.0,50,69,56.82,38.12,1,0,100.0,0.0,0,0,0,0,171,2,42,16,53.16,14.68,1,2,100.0,28.57,6,16,85.71,57.14,32,32,47.76,22.7,1,0,100.0,0.0,16,2,84.21,100.0,red,decision,,unanimous,3,5:00,3,2017-09-02,False,Welterweight
Mairbek Taisumov,Felipe Silva,1,0,2,0,50.0,0.0,2,0,50.0,0.0,0,0,,,0,0,0,0,1,0,1,0,50.0,0.0,0,0,0.0,0.0,1,0,100.0,,2,0,50.0,0.0,0,0,,,0,0,,,red,finish,KO/TKO,,1,1:24,3,2017-09-02,False,Lightweight
Michel Prazeres,Mads Burnell,0,0,26,10,54.0,33.0,43,12,62.32,37.5,4,0,66.0,,1,0,0,0,529,21,21,4,55.26,19.05,5,5,50.0,62.5,0,1,,100.0,11,8,35.48,29.63,4,2,80.0,66.67,11,0,91.67,,red,finish,SUB,,3,1:26,3,2017-09-02,False,Lightweight
Rustam Khabilov,Desmond Green,0,0,34,47,31.0,42.0,35,53,32.11,44.54,3,1,27.0,50.0,0,0,0,0,64,20,22,22,24.44,27.5,6,7,54.55,58.33,6,18,85.71,94.74,31,39,31.31,40.62,3,8,33.33,53.33,0,0,,,red,decision,,unanimous,3,5:00,3,2017-09-02,False,Lightweight
Francimar Barroso,Aleksandar Rakic,0,0,24,46,43.0,30.0,36,75,52.17,41.9,2,0,14.0,,0,0,0,0,96,13,14,22,35.9,19.3,0,10,0.0,62.5,10,14,83.33,70.0,22,44,41.51,30.56,0,2,,33.33,2,0,100.0,,blue,decision,,unanimous,3,5:00,3,2017-09-02,False,Light Heavyweight
Mike Santiago,Zabit Magomedsharipov,0,0,24,45,35.0,69.0,32,70,41.56,72.16,2,1,28.0,33.0,0,2,0,2,145,245,6,34,15.0,65.38,7,8,50.0,80.0,11,3,84.62,100.0,10,25,21.74,60.98,14,8,66.67,72.73,0,12,,92.31,blue,finish,SUB,,2,4:22,3,2017-09-02,False,Featherweight
Bojan Mihajlovic,Abdul-Kerim Edilov,0,0,1,77,7.0,61.0,7,150,33.33,71.43,0,2,,100.0,0,1,0,0,0,333,1,59,8.33,56.19,0,16,0.0,94.12,0,2,,66.67,1,9,9.09,40.91,0,6,0.0,50.0,0,62,0.0,68.13,blue,finish,KO/TKO,,2,2:32,3,2017-09-02,False,Light Heavyweight
Thibault Gouti,Andrew Holbrook,1,0,41,22,47.0,40.0,43,22,48.86,40.74,0,0,,0.0,0,0,0,0,30,0,37,14,48.05,35.9,3,6,50.0,50.0,1,2,33.33,66.67,24,19,44.44,38.78,13,3,54.17,60.0,4,0,50.0,,red,finish,KO/TKO,,1,4:28,3,2017-09-02,False,Lightweight
Sergio Pettis,Brandon Moreno,0,0,76,45,32.0,27.0,84,70,34.43,36.27,0,4,0.0,50.0,0,0,0,0,12,467,55,26,27.09,20.0,11,12,64.71,63.16,10,7,66.67,58.33,72,38,31.3,25.85,2,1,100.0,25.0,2,6,66.67,60.0,red,decision,,unanimous,5,5:00,5,2017-08-05,False,Flyweight
Randa Markos,Alexa Grasso,0,0,45,64,39.0,40.0,71,121,50.35,54.02,4,0,36.0,,0,0,1,1,236,130,40,44,37.74,33.08,5,7,71.43,70.0,0,13,,92.86,29,47,31.87,34.31,6,13,66.67,81.25,10,4,76.92,100.0,blue,decision,,split,3,5:00,3,2017-08-05,False,Women's Strawweight
Alan Jouban,Niko Price,0,1,5,10,55.0,52.0,5,10,55.56,52.63,0,0,,,0,0,0,0,0,5,3,6,42.86,40.0,1,1,100.0,100.0,1,3,100.0,100.0,5,6,55.56,46.15,0,0,,,0,4,,66.67,blue,finish,KO/TKO,,1,1:44,3,2017-08-05,False,Welterweight
Martin Bravo,Humberto Bandenay,0,1,1,5,33.0,71.0,1,5,33.33,71.43,0,0,,,0,0,0,0,0,2,0,3,0.0,60.0,1,1,100.0,100.0,0,1,0.0,100.0,1,3,33.33,60.0,0,0,,,0,2,,100.0,blue,finish,KO/TKO,,1,0:26,3,2017-08-05,False,Featherweight
Sam Alvey,Rashad Evans,0,0,40,17,45.0,37.0,51,28,51.52,48.28,0,2,,25.0,0,0,0,0,5,267,24,8,34.78,25.0,16,5,88.89,55.56,0,4,,100.0,20,15,32.26,34.88,20,2,80.0,100.0,0,0,,,red,decision,,split,3,5:00,3,2017-08-05,False,Middleweight
Alejandro Perez,Andre Soukhamthath,0,3,44,43,31.0,40.0,97,44,49.74,40.74,1,0,16.0,,0,0,0,0,133,8,22,26,20.56,30.23,6,9,66.67,81.82,16,8,64.0,80.0,38,42,29.69,41.18,3,1,42.86,20.0,3,0,50.0,,red,decision,,split,3,5:00,3,2017-08-05,False,Bantamweight
Brad Scott,Jack Hermansson,0,0,0,38,0.0,70.0,0,49,0.0,75.38,0,1,,100.0,1,0,0,0,0,152,0,35,0.0,71.43,0,0,0.0,0.0,0,3,,75.0,0,4,0.0,66.67,0,0,,,0,34,,70.83,blue,finish,KO/TKO,,1,3:50,3,2017-08-05,False,Middleweight
Dustin Ortiz,Hector Sandoval,1,0,8,1,80.0,16.0,8,1,80.0,16.67,0,0,,,0,0,0,0,2,0,7,1,77.78,16.67,1,0,100.0,,0,0,,,4,1,66.67,16.67,0,0,,,4,0,100.0,,red,finish,KO/TKO,,1,0:15,3,2017-08-05,False,Flyweight
Henry Briones,Rani Yahya,0,0,0,3,,75.0,9,14,90.0,93.33,0,1,,50.0,0,2,0,0,0,99,0,1,,50.0,0,0,,,0,2,,100.0,0,2,,66.67,0,0,,,0,1,,100.0,blue,finish,SUB,,1,2:01,3,2017-08-05,False,Bantamweight
Jose Quinonez,Diego Rivas,0,0,59,27,52.0,35.0,70,29,56.0,37.18,1,1,25.0,100.0,0,2,0,1,176,16,34,11,41.98,21.57,11,6,64.71,50.0,14,10,100.0,76.92,48,25,52.17,33.78,1,1,25.0,100.0,10,1,62.5,100.0,red,decision,,unanimous,3,5:00,3,2017-08-05,False,Bantamweight
Joseph Morales,Robert Sanchez,1,0,12,2,54.0,33.0,15,12,57.69,63.16,0,1,,100.0,1,0,0,0,61,142,12,2,54.55,40.0,0,0,,0.0,0,0,,,1,1,25.0,33.33,1,0,50.0,,10,1,62.5,33.33,red,finish,SUB,,1,3:56,3,2017-08-05,False,Flyweight
Alvaro Herrera Mendoza,Jordan Rinaldi,0,0,2,6,28.0,50.0,2,7,28.57,53.85,0,0,,,1,1,0,0,0,23,2,3,28.57,60.0,0,0,,0.0,0,3,,75.0,2,6,28.57,50.0,0,0,,,0,0,,,blue,finish,SUB,,1,2:01,3,2017-08-05,False,Lightweight
Tyron Woodley,Demian Maia,1,0,57,28,37.0,31.0,57,29,37.25,32.22,0,0,,0.0,0,0,0,0,6,53,40,23,30.53,27.71,13,2,72.22,66.67,4,3,100.0,100.0,56,26,36.84,29.89,1,2,100.0,100.0,0,0,,,red,decision,,unanimous,5,5:00,5,2017-07-29,True,Welterweight
Cristiane Justino,Tonya Evinger,1,0,74,32,51.0,37.0,75,34,52.08,39.08,0,1,0.0,25.0,0,0,0,0,40,48,38,13,38.38,24.07,15,9,68.18,52.94,21,10,95.45,71.43,58,28,50.43,35.9,11,4,50.0,57.14,5,0,83.33,,red,finish,KO/TKO,,3,1:56,5,2017-07-29,True,Women's Featherweight
Robbie Lawler,Donald Cerrone,0,0,77,82,49.0,49.0,85,99,51.83,53.51,0,1,0.0,10.0,0,0,0,0,21,93,47,50,40.52,39.37,28,26,75.68,81.25,2,6,66.67,85.71,35,56,34.65,44.8,42,25,76.36,62.5,0,1,,100.0,red,decision,,unanimous,3,5:00,3,2017-07-29,False,Welterweight
Jimi Manuwa,Volkan Oezdemir,0,0,2,12,50.0,63.0,2,13,50.0,65.0,0,0,,,0,0,0,0,15,2,0,10,0.0,58.82,1,1,100.0,100.0,1,1,100.0,100.0,0,3,0.0,42.86,2,8,100.0,88.89,0,1,,33.33,blue,finish,KO/TKO,,1,0:42,3,2017-07-29,False,Light Heavyweight
Ricardo Lamas,Jason Knight,0,0,42,8,67.0,22.0,43,18,68.25,40.0,1,0,100.0,0.0,0,0,0,0,177,0,37,7,67.27,21.21,2,1,50.0,100.0,3,0,100.0,0.0,25,5,62.5,19.23,7,2,77.78,28.57,10,1,76.92,50.0,red,finish,KO/TKO,,1,4:34,3,2017-07-29,False,Featherweight
Aljamain Sterling,Renan Barao,0,0,71,19,58.0,22.0,112,65,67.47,47.1,1,2,100.0,66.0,0,0,0,0,340,273,41,10,50.62,15.38,15,6,65.22,46.15,15,3,88.24,42.86,36,9,43.9,12.86,7,2,87.5,100.0,28,8,90.32,61.54,red,decision,,unanimous,3,5:00,3,2017-07-29,False,Catchweight
Brian Ortega,Renato Moicano,0,0,65,109,29.0,43.0,65,111,29.55,43.7,0,2,0.0,100.0,1,0,0,0,0,20,49,91,24.75,39.74,14,8,73.68,61.54,2,10,66.67,100.0,64,109,29.49,43.25,1,0,33.33,,0,0,,,red,finish,SUB,,3,2:59,3,2017-07-29,False,Featherweight
Andre Fili,Calvin Kattar,0,0,73,75,36.0,46.0,75,80,36.59,48.19,0,2,0.0,66.0,0,0,0,0,0,36,51,55,29.48,40.15,9,8,64.29,80.0,13,12,86.67,92.31,70,66,36.27,46.15,3,1,33.33,20.0,0,8,,66.67,blue,decision,,unanimous,3,5:00,3,2017-07-29,False,Featherweight
Kailin Curran,Aleksandra Albu,0,0,86,82,54.0,45.0,153,109,65.95,49.32,1,5,33.0,62.0,0,0,1,0,339,150,62,60,48.82,40.0,17,20,77.27,68.97,7,2,87.5,100.0,60,47,50.85,34.06,13,20,68.42,80.0,13,15,65.0,83.33,blue,decision,,unanimous,3,5:00,3,2017-07-29,False,Women's Strawweight
Eric Shelton,Jarred Brooks,0,0,31,27,35.0,33.0,65,32,52.85,36.78,1,5,50.0,62.0,1,1,0,0,37,219,26,15,32.91,22.73,5,7,62.5,77.78,0,5,,100.0,19,20,26.03,27.78,1,2,50.0,66.67,11,5,91.67,100.0,blue,decision,,split,3,5:00,3,2017-07-29,False,Flyweight
Joshua Burkman,Drew Dober,0,1,11,15,61.0,51.0,11,20,61.11,58.82,0,0,0.0,0.0,0,0,0,0,0,67,4,5,57.14,29.41,4,4,66.67,66.67,3,6,60.0,100.0,7,9,50.0,42.86,4,5,100.0,71.43,0,1,,100.0,blue,finish,KO/TKO,,1,3:04,3,2017-07-29,False,Lightweight
