R_fighter,B_fighter,R_KD,B_KD,R_SIG_STR_landed,B_SIG_STR_landed,R_SIG_STR_pct,B_SIG_STR_pct,R_total_STR_landed,B_total_STR_landed,R_total_STR_pct,B_total_STR_pct,R_TD_landed,B_TD_landed,R_TD_pct,B_TD_pct,R_SUB_ATT,B_SUB_ATT,R_REV,B_REV,R_CTRL_time_seconds,B_CTRL_time_seconds,R_HEAD_STR_landed,B_HEAD_STR_landed,R_HEAD_STR_pct,B_HEAD_STR_pct,R_BODY_STR_landed,B_BODY_STR_landed,R_BODY_STR_pct,B_BODY_STR_pct,R_LEG_STR_landed,B_LEG_STR_landed,R_LEG_STR_pct,B_LEG_STR_pct,R_DISTANCE_STR_landed,B_DISTANCE_STR_landed,R_DISTANCE_STR_pct,B_DISTANCE_STR_pct,R_CLINCH_STR_landed,B_CLINCH_STR_landed,R_CLINCH_STR_pct,B_CLINCH_STR_pct,R_GND_STR_landed,B_GND_STR_landed,R_GND_STR_pct,B_GND_STR_pct,winner,win_type,finish_type,decision_type,last_round,last_round_time,format,date,title_bout,weight_class
Chris Weidman,Kelvin Gastelum,0,1,36,26,47.0,55.0,75,28,60.48,56.0,7,0,53.0,,2,0,0,0,455,7,25,21,42.37,50.0,6,4,50.0,100.0,5,1,100.0,100.0,24,14,40.68,41.18,6,2,66.67,66.67,6,10,75.0,100.0,red,finish,SUB,,3,3:45,5,2017-07-22,False,Middleweight
Dennis Bermudez,Darren Elkins,0,0,69,70,43.0,45.0,101,99,52.06,52.38,1,3,16.0,30.0,0,2,0,0,158,244,39,42,30.95,35.29,18,24,85.71,77.42,12,4,92.31,100.0,47,34,37.6,31.78,22,33,64.71,75.0,0,3,0.0,100.0,blue,decision,,split,3,5:00,3,2017-07-22,False,Featherweight
Patrick Cummins,Gian Villante,0,0,86,72,47.0,36.0,92,85,48.94,40.48,1,0,9.0,,0,0,0,0,184,0,70,66,42.94,34.92,7,3,77.78,75.0,9,3,90.0,100.0,74,67,45.12,35.45,12,0,66.67,0.0,0,5,,83.33,red,decision,,split,3,5:00,3,2017-07-22,False,Light Heavyweight
Jimmie Rivera,Thomas Almeida,2,0,70,72,43.0,43.0,75,72,45.45,43.11,2,0,33.0,,0,0,0,0,108,16,38,36,33.33,29.75,17,13,58.62,65.0,15,23,88.24,88.46,58,67,39.73,41.88,8,5,80.0,71.43,4,0,100.0,,red,decision,,unanimous,3,5:00,3,2017-07-22,False,Bantamweight
Lyman Good,Elizeu Zaleski dos Santos,0,0,75,83,45.0,37.0,89,84,48.9,38.18,1,1,100.0,14.0,0,0,0,0,36,71,57,56,39.04,30.94,15,13,93.75,59.09,3,14,100.0,87.5,54,67,38.57,33.84,20,16,83.33,76.19,1,0,100.0,,blue,decision,,split,3,5:00,3,2017-07-22,False,Welterweight
Rafael Natal,Eryk Anders,0,1,14,23,60.0,79.0,15,23,62.5,79.31,0,1,0.0,50.0,0,0,0,0,0,46,8,22,50.0,78.57,2,1,66.67,100.0,4,0,100.0,,13,10,65.0,76.92,1,2,33.33,100.0,0,11,,78.57,blue,finish,KO/TKO,,1,2:54,3,2017-07-22,False,Middleweight
Ryan LaFlare,Alex Oliveira,0,1,5,8,35.0,38.0,8,8,47.06,38.1,0,0,0.0,0.0,0,1,0,0,259,1,2,4,20.0,23.53,3,1,75.0,100.0,0,3,,100.0,2,6,18.18,33.33,0,2,,100.0,3,0,100.0,0.0,blue,finish,KO/TKO,,2,1:50,3,2017-07-22,False,Welterweight
Damian Grabowski,Chase Sherman,0,0,68,111,36.0,48.0,69,112,36.32,48.91,0,0,0.0,,0,0,0,0,1,12,40,61,26.67,36.31,15,21,78.95,80.77,13,29,68.42,85.29,58,97,33.53,45.97,10,14,66.67,82.35,0,0,,,blue,decision,,unanimous,3,5:00,3,2017-07-22,False,Heavyweight
Kyle Bochniak,Jeremy Kennedy,0,0,23,41,42.0,43.0,43,59,56.58,50.0,0,8,,57.0,0,0,0,0,0,698,13,30,30.23,36.59,3,6,100.0,85.71,7,5,87.5,100.0,22,13,43.14,29.55,0,7,,63.64,1,21,33.33,53.85,blue,decision,,unanimous,3,5:00,3,2017-07-22,False,Featherweight
Brian Kelleher,Marlon Vera,0,0,8,5,50.0,33.0,14,5,63.64,33.33,1,0,33.0,,0,2,0,0,63,7,2,2,28.57,18.18,3,2,100.0,66.67,3,1,50.0,100.0,5,4,41.67,28.57,3,1,75.0,100.0,0,0,,,blue,finish,SUB,,1,2:18,3,2017-07-22,False,Bantamweight
Timothy Johnson,Junior Albini,0,1,19,21,46.0,60.0,25,28,50.0,66.67,0,0,,,0,0,0,0,81,1,7,11,29.17,47.83,2,9,40.0,81.82,10,1,83.33,100.0,8,12,30.77,50.0,11,7,73.33,87.5,0,2,,66.67,blue,finish,KO/TKO,,1,2:51,3,2017-07-22,False,Heavyweight
Shane Burgos,Godofredo Pepey,3,0,102,51,51.0,28.0,144,52,59.26,29.21,1,0,100.0,0.0,0,0,0,0,57,91,87,40,48.6,25.16,9,9,75.0,56.25,6,2,100.0,100.0,77,49,46.95,28.16,13,2,81.25,66.67,12,0,70.59,,red,decision,,unanimous,3,5:00,3,2017-07-22,False,Featherweight
Frankie Perez,Chris Wade,0,0,22,23,34.0,53.0,53,51,53.54,64.56,3,3,60.0,37.0,0,2,0,1,197,495,6,16,15.0,51.61,7,6,53.85,75.0,9,1,90.0,25.0,12,12,24.0,40.0,2,2,50.0,100.0,8,9,88.89,81.82,blue,decision,,unanimous,3,5:00,3,2017-07-22,False,Lightweight
Gunnar Nelson,Santiago Ponzinibbio,0,1,5,7,71.0,58.0,5,7,71.43,58.33,0,0,,,0,0,0,0,0,3,4,7,66.67,58.33,0,0,,,1,0,100.0,,5,4,71.43,44.44,0,0,,,0,3,,100.0,blue,finish,KO/TKO,,1,1:22,5,2017-07-16,False,Welterweight
Joanne Wood,Cynthia Calvillo,0,0,63,54,35.0,48.0,68,62,37.57,52.1,0,2,,40.0,0,2,1,0,17,63,19,21,18.1,41.18,18,24,48.65,66.67,26,9,76.47,37.5,61,48,35.47,46.6,2,4,50.0,80.0,0,2,,66.67,blue,decision,,unanimous,3,5:00,3,2017-07-16,False,Women's Strawweight
Stevie Ray,Paul Felder,0,1,5,23,55.0,65.0,11,28,73.33,68.29,0,0,0.0,,0,0,0,0,105,65,2,14,33.33,58.33,2,7,100.0,77.78,1,2,100.0,100.0,2,4,50.0,57.14,3,7,60.0,70.0,0,12,,66.67,blue,finish,KO/TKO,,1,3:57,3,2017-07-16,False,Lightweight
Jack Marshman,Ryan Janes,0,0,75,83,34.0,43.0,83,119,36.89,52.42,0,0,,,0,0,0,0,0,104,55,58,30.9,38.16,11,21,37.93,65.62,9,4,90.0,80.0,73,68,34.11,39.77,2,15,66.67,83.33,0,0,,,red,decision,,unanimous,3,5:00,3,2017-07-16,False,Middleweight
Khalil Rountree Jr.,Paul Craig,1,0,15,17,31.0,58.0,15,17,31.91,58.62,0,0,,0.0,0,0,0,0,4,0,14,1,32.56,16.67,1,3,25.0,75.0,0,13,,68.42,13,17,30.95,58.62,0,0,,,2,0,40.0,,red,finish,KO/TKO,,1,4:56,3,2017-07-16,False,Light Heavyweight
James Mulheron,Justin Willis,0,0,36,52,31.0,57.0,56,72,41.18,63.16,0,3,,75.0,0,0,0,0,40,205,15,40,17.65,54.79,18,7,72.0,63.64,3,5,75.0,71.43,30,40,28.85,51.95,6,2,60.0,66.67,0,10,,90.91,blue,decision,,unanimous,3,5:00,3,2017-07-16,False,Heavyweight
Danny Roberts,Bobby Nash,1,0,24,25,36.0,39.0,29,46,40.85,50.55,0,2,0.0,40.0,0,0,0,0,10,181,14,15,30.43,33.33,7,5,50.0,41.67,3,5,60.0,83.33,18,18,33.33,33.96,5,7,62.5,70.0,1,0,33.33,,red,finish,KO/TKO,,2,3:59,3,2017-07-16,False,Welterweight
Alexandre Pantoja,Neil Seery,1,0,119,82,52.0,44.0,131,90,54.81,46.88,1,0,100.0,0.0,1,0,0,0,266,4,57,72,39.31,42.35,38,7,70.37,77.78,24,3,85.71,75.0,83,68,45.6,42.5,35,12,79.55,63.16,1,2,100.0,50.0,red,finish,SUB,,3,2:31,3,2017-07-16,False,Flyweight
Charlie Ward,Galore Bofando,0,0,3,10,25.0,40.0,4,10,30.77,40.0,0,1,0.0,100.0,0,0,0,0,8,3,2,6,22.22,33.33,1,2,50.0,50.0,0,2,0.0,66.67,3,8,33.33,38.1,0,0,0.0,,0,2,,50.0,blue,finish,KO/TKO,,1,2:10,3,2017-07-16,False,Welterweight
Danny Henry,Daniel Teymur,1,0,93,69,53.0,53.0,153,78,62.96,56.12,1,0,33.0,0.0,2,0,0,0,353,150,69,44,49.64,44.44,18,8,62.07,100.0,6,17,100.0,77.27,49,50,41.53,49.02,6,12,75.0,66.67,38,7,79.17,77.78,red,decision,,unanimous,3,5:00,3,2017-07-16,False,Lightweight
Brett Johns,Albert Morales,0,0,56,28,53.0,24.0,172,63,74.46,40.13,3,0,60.0,,1,0,0,0,694,0,52,20,53.06,18.69,2,2,50.0,100.0,2,6,100.0,100.0,19,23,35.19,21.1,0,0,,,37,5,74.0,83.33,red,decision,,unanimous,3,5:00,3,2017-07-16,False,Bantamweight
Leslie Smith,Amanda Lemos,0,0,101,68,52.0,64.0,114,70,55.07,64.81,0,1,,100.0,0,0,0,0,88,33,74,43,47.13,56.58,20,14,76.92,73.68,7,11,77.78,100.0,46,55,40.0,60.44,54,13,72.0,86.67,1,0,50.0,,red,finish,KO/TKO,,2,2:53,3,2017-07-16,False,Women's Bantamweight
Yoel Romero,Robert Whittaker,0,0,48,74,44.0,33.0,114,94,65.14,38.52,4,0,22.0,,0,0,0,0,315,93,20,46,29.41,28.22,12,23,66.67,44.23,16,5,76.19,83.33,41,59,41.0,30.26,3,7,100.0,58.33,4,8,100.0,57.14,blue,decision,,unanimous,5,5:00,5,2017-07-08,True,Middleweight
Fabricio Werdum,Alistair Overeem,1,0,49,21,42.0,55.0,107,29,60.8,63.04,1,0,33.0,,0,0,0,0,159,80,28,15,33.33,46.88,9,5,52.94,100.0,12,1,85.71,100.0,37,18,39.36,51.43,5,3,45.45,100.0,7,0,70.0,,blue,decision,,majority,3,5:00,3,2017-07-08,False,Heavyweight
Daniel Omielanczuk,Curtis Blaydes,0,0,51,72,38.0,42.0,68,94,45.64,48.45,0,0,0.0,0.0,0,0,0,0,3,334,29,41,27.62,30.37,17,23,85.0,92.0,5,8,71.43,100.0,36,39,31.86,30.23,15,20,78.95,76.92,0,13,,100.0,blue,decision,,unanimous,3,5:00,3,2017-07-08,False,Heavyweight
Anthony Pettis,Jim Miller,0,0,80,48,66.0,43.0,107,51,71.33,45.13,1,1,50.0,25.0,0,0,0,0,218,110,49,13,57.65,20.0,27,15,84.38,65.22,4,20,100.0,90.91,63,33,63.64,39.29,8,11,88.89,73.33,9,4,69.23,36.36,red,decision,,unanimous,3,5:00,3,2017-07-08,False,Lightweight
Rob Font,Douglas Silva de Andrade,0,0,70,28,48.0,30.0,79,32,51.3,32.65,2,2,50.0,100.0,3,0,0,0,128,10,50,16,41.67,23.53,14,4,77.78,44.44,6,8,100.0,50.0,54,27,42.52,30.0,12,1,92.31,33.33,4,0,100.0,,red,finish,SUB,,2,4:36,3,2017-07-08,False,Bantamweight
Travis Browne,Aleksei Oleinik,1,1,35,53,49.0,62.0,37,132,50.0,76.74,1,3,100.0,75.0,0,2,0,0,83,212,17,35,35.42,52.24,16,18,76.19,100.0,2,0,100.0,,25,23,42.37,45.1,10,16,90.91,88.89,0,14,0.0,87.5,blue,finish,SUB,,2,3:44,3,2017-07-08,False,Heavyweight
Chad Laprise,Brian Camozzi,1,0,76,47,42.0,25.0,78,48,43.09,26.23,1,0,100.0,,0,0,0,0,31,0,31,29,24.41,18.12,33,9,82.5,81.82,12,9,100.0,81.82,64,47,39.02,25.82,5,0,83.33,,7,0,77.78,,red,finish,KO/TKO,,3,1:27,3,2017-07-08,False,Welterweight
Thiago Santos,Gerald Meerschaert,0,0,60,15,52.0,51.0,65,15,53.72,51.72,0,3,,37.0,0,0,0,0,133,70,48,13,47.06,54.17,7,2,100.0,40.0,5,0,83.33,,18,7,40.91,36.84,3,4,75.0,66.67,39,4,58.21,100.0,red,finish,KO/TKO,,2,2:04,3,2017-07-08,False,Middleweight
Jordan Mein,Belal Muhammad,0,0,36,45,59.0,40.0,49,116,66.22,59.79,1,4,16.0,33.0,1,0,1,0,36,414,4,30,15.38,34.48,6,13,85.71,65.0,26,2,92.86,66.67,35,27,58.33,31.76,1,13,100.0,72.22,0,5,,71.43,blue,decision,,unanimous,3,5:00,3,2017-07-08,False,Welterweight
Cody Stamann,Terrion Ware,0,0,94,60,58.0,39.0,124,78,63.92,44.07,8,0,66.0,0.0,0,0,0,0,409,16,74,41,54.81,32.28,14,12,77.78,75.0,6,7,85.71,77.78,49,53,53.85,39.26,9,5,47.37,38.46,36,2,72.0,50.0,red,decision,,unanimous,3,5:00,3,2017-07-08,False,Featherweight
Trevin Giles,James Bochnovic,0,0,41,5,77.0,20.0,54,15,81.82,42.86,5,0,100.0,0.0,0,0,0,0,343,8,34,1,75.56,5.26,6,2,85.71,66.67,1,2,100.0,100.0,8,4,61.54,17.39,3,0,100.0,,30,1,81.08,100.0,red,finish,KO/TKO,,2,2:54,3,2017-07-08,False,Light Heavyweight
Michael Johnson,Justin Gaethje,0,0,91,104,45.0,59.0,91,104,45.5,59.77,1,0,33.0,,0,0,0,0,34,6,47,62,32.19,50.0,40,6,83.33,75.0,4,36,66.67,85.71,78,77,44.32,55.8,12,27,57.14,75.0,1,0,33.33,,blue,finish,KO/TKO,,2,4:48,5,2017-07-07,False,Lightweight
Dhiego Lima,Jesse Taylor,1,0,4,21,100.0,87.0,6,50,100.0,84.75,0,2,,66.0,0,2,0,1,0,329,4,21,100.0,87.5,0,0,,,0,0,,,1,1,100.0,100.0,0,0,,,3,20,100.0,86.96,blue,finish,SUB,,2,0:43,3,2017-07-07,False,Welterweight
Marc Diakiese,Drakkar Klose,0,0,34,39,44.0,49.0,63,84,58.88,61.76,2,3,33.0,42.0,0,0,1,0,189,321,12,10,26.09,23.26,16,10,69.57,71.43,6,19,75.0,86.36,24,25,36.92,47.17,8,9,80.0,64.29,2,5,100.0,41.67,blue,decision,,split,3,5:00,3,2017-07-07,False,Lightweight
Jared Cannonier,Nick Roehrick,0,0,84,28,56.0,17.0,86,29,56.58,18.01,1,0,100.0,,0,0,0,0,34,14,75,22,53.57,15.6,5,6,83.33,31.58,4,0,100.0,,57,25,48.31,16.45,18,3,78.26,37.5,9,0,100.0,,red,finish,KO/TKO,,3,2:08,3,2017-07-07,False,Light Heavyweight
Brad Tavares,Elias Theodorou,0,0,31,34,43.0,41.0,34,64,45.95,56.64,1,3,33.0,42.0,0,0,1,0,126,253,18,18,32.14,35.29,8,6,88.89,30.0,5,10,83.33,90.91,17,20,34.0,32.79,14,13,66.67,65.0,0,1,,100.0,red,decision,,unanimous,3,5:00,3,2017-07-07,False,Middleweight
Jordan Johnson,Marcel Fortuna,0,0,42,53,30.0,51.0,47,62,32.41,55.36,2,0,33.0,0.0,0,0,0,0,110,0,39,28,29.77,37.84,3,14,50.0,82.35,0,11,0.0,91.67,35,51,28.23,51.0,1,2,20.0,66.67,6,0,60.0,,red,decision,,unanimous,3,5:00,3,2017-07-07,False,Light Heavyweight
Angela Hill,Ashley Yoder,0,0,47,26,47.0,24.0,65,54,55.08,39.42,1,3,100.0,50.0,0,0,0,0,174,200,20,11,29.85,13.58,5,9,55.56,42.86,22,6,91.67,100.0,41,25,44.09,23.81,3,1,100.0,33.33,3,0,75.0,,red,decision,,unanimous,3,5:00,3,2017-07-07,False,Women's Strawweight
James Krause,Tom Gallicchio,0,0,106,53,56.0,26.0,113,57,56.22,27.94,0,1,,11.0,0,0,0,0,9,61,102,24,55.74,15.19,3,17,75.0,56.67,1,12,100.0,100.0,105,51,56.76,26.02,1,2,33.33,50.0,0,0,,,red,decision,,unanimous,3,5:00,3,2017-07-07,False,Welterweight
Ed Herman,CB Dollaway,0,0,24,54,58.0,75.0,48,111,70.59,82.84,1,6,100.0,100.0,3,1,1,1,165,573,21,38,55.26,69.09,3,5,100.0,83.33,0,11,,100.0,13,15,52.0,78.95,1,7,100.0,87.5,10,32,66.67,71.11,blue,decision,,unanimous,3,5:00,3,2017-07-07,False,Light Heavyweight
Tecia Pennington,Juliana Lima,0,0,15,6,65.0,19.0,26,14,76.47,35.9,0,1,0.0,33.0,1,0,0,0,187,48,5,1,45.45,4.35,4,2,80.0,50.0,6,3,85.71,75.0,8,3,57.14,12.0,6,3,85.71,75.0,1,0,50.0,0.0,red,finish,SUB,,2,0:53,3,2017-07-07,False,Women's Strawweight
Gray Maynard,Teruto Ishihara,0,0,16,8,66.0,61.0,37,14,80.43,73.68,11,0,100.0,,2,0,0,0,777,6,8,3,53.33,42.86,8,5,88.89,83.33,0,0,,,1,4,33.33,50.0,3,3,75.0,75.0,12,1,70.59,100.0,red,decision,,unanimous,3,5:00,3,2017-07-07,False,Featherweight
Michael Chiesa,Kevin Lee,0,0,4,22,44.0,73.0,9,37,64.29,82.22,0,1,,100.0,0,1,0,0,8,214,3,19,37.5,70.37,1,1,100.0,100.0,0,2,,100.0,2,3,28.57,75.0,0,0,,,2,19,100.0,73.08,blue,finish,SUB,,1,4:37,5,2017-06-25,False,Lightweight
Tim Boetsch,Johny Hendricks,0,0,41,10,60.0,22.0,42,10,60.87,22.22,0,0,,,0,0,0,0,1,0,19,2,46.34,5.56,16,2,80.0,100.0,6,6,85.71,85.71,30,10,55.56,22.73,10,0,76.92,0.0,1,0,100.0,,red,finish,KO/TKO,,2,0:46,3,2017-06-25,False,Middleweight
Felice Herrig,Justine Kish,0,0,47,40,50.0,55.0,131,50,71.98,59.52,2,0,40.0,0.0,1,0,0,1,564,103,40,28,46.51,49.12,7,8,100.0,80.0,0,4,,80.0,24,28,38.1,48.28,1,5,50.0,83.33,22,7,78.57,87.5,red,decision,,unanimous,3,5:00,3,2017-06-25,False,Women's Strawweight
Joachim Christensen,Dominick Reyes,0,1,1,13,33.0,81.0,1,13,33.33,81.25,0,0,0.0,,0,0,0,0,0,7,1,10,33.33,76.92,0,2,,100.0,0,1,,100.0,1,7,33.33,70.0,0,0,,,0,6,,100.0,blue,finish,KO/TKO,,1,0:29,3,2017-06-25,False,Light Heavyweight
Tim Means,Alex Garcia,0,0,64,32,36.0,21.0,76,32,40.86,21.19,0,0,,0.0,0,0,0,0,1,29,31,26,24.03,18.71,26,5,68.42,45.45,7,1,100.0,100.0,63,31,36.42,20.95,1,1,100.0,33.33,0,0,,,red,decision,,unanimous,3,5:00,3,2017-06-25,False,Welterweight
BJ Penn,Dennis Siver,1,0,57,103,53.0,36.0,65,120,56.03,40.0,0,0,,0.0,0,0,0,0,122,11,47,59,49.47,29.65,10,9,83.33,31.03,0,35,,67.31,49,103,51.58,37.45,4,0,100.0,0.0,4,0,50.0,,blue,decision,,majority,3,5:00,3,2017-06-25,False,Featherweight
Clay Guida,Erik Koch,0,0,38,13,43.0,33.0,133,17,64.25,38.64,2,0,25.0,,0,0,0,0,592,35,33,10,41.77,27.78,4,2,66.67,100.0,1,1,50.0,100.0,4,10,13.33,27.78,1,3,33.33,100.0,33,0,61.11,,red,decision,,unanimous,3,5:00,3,2017-06-25,False,Lightweight
Vitor Miranda,Marvin Vettori,0,0,51,69,31.0,42.0,74,81,39.78,46.02,0,3,0.0,42.0,0,0,0,0,13,224,13,50,14.13,36.23,13,6,46.43,66.67,25,13,60.98,92.86,46,66,29.49,41.77,5,2,100.0,100.0,0,1,,100.0,blue,decision,,unanimous,3,5:00,3,2017-06-25,False,Middleweight
Carla Esparza,Maryna Moroz,0,0,40,38,42.0,31.0,142,48,69.61,35.82,6,0,42.0,,0,1,0,0,382,0,32,35,39.51,30.7,4,3,66.67,60.0,4,0,50.0,,19,32,30.16,29.09,8,0,80.0,0.0,13,6,59.09,100.0,red,decision,,unanimous,3,5:00,3,2017-06-25,False,Women's Strawweight
Devin Powell,Darrell Horcher,0,0,43,37,54.0,48.0,97,56,70.8,57.14,0,0,0.0,,2,2,1,1,113,435,15,31,35.71,44.29,8,2,88.89,100.0,20,4,71.43,100.0,27,13,44.26,30.23,4,8,80.0,80.0,12,16,92.31,69.57,blue,decision,,split,3,5:00,3,2017-06-25,False,Lightweight
Jared Gordon,Michel Quinones,0,0,67,16,55.0,20.0,115,16,63.19,20.25,4,0,66.0,,0,0,0,0,280,0,54,6,52.94,10.91,5,4,71.43,25.0,8,6,66.67,85.71,27,15,41.54,19.74,4,1,80.0,50.0,36,0,70.59,,red,finish,KO/TKO,,2,4:24,3,2017-06-25,False,Featherweight
Anthony Rocco Martin,Johnny Case,0,0,82,92,36.0,36.0,83,92,36.56,36.22,1,0,50.0,0.0,1,0,0,0,0,51,70,51,33.18,26.15,4,19,80.0,65.52,8,22,80.0,73.33,79,91,35.43,36.11,1,1,100.0,50.0,2,0,100.0,,red,decision,,unanimous,3,5:00,3,2017-06-25,False,Lightweight
Josh Stansbury,Jeremy Kimball,0,1,4,17,33.0,68.0,5,21,38.46,72.41,0,0,0.0,,0,0,0,0,23,8,1,13,12.5,61.9,1,1,50.0,100.0,2,3,100.0,100.0,4,8,33.33,88.89,0,1,,33.33,0,8,,61.54,blue,finish,KO/TKO,,1,1:21,3,2017-06-25,False,Light Heavyweight
Holly Holm,Bethe Correia,1,0,25,15,47.0,23.0,25,21,46.3,29.58,0,0,,,0,0,0,0,2,13,10,4,30.3,9.09,8,6,66.67,66.67,7,5,87.5,41.67,23,15,46.0,23.08,1,0,100.0,,1,0,50.0,,red,finish,KO/TKO,,3,1:09,5,2017-06-17,False,Women's Bantamweight
Andrei Arlovski,Marcin Tybura,0,0,28,51,50.0,55.0,41,127,55.41,67.55,0,2,0.0,66.0,0,0,0,0,239,517,18,46,42.86,55.42,7,3,70.0,42.86,3,2,75.0,100.0,17,5,42.5,22.73,10,4,71.43,80.0,1,42,50.0,64.62,blue,decision,,unanimous,3,5:00,3,2017-06-17,False,Heavyweight
Dong Hyun Kim,Colby Covington,0,0,19,47,35.0,44.0,64,92,62.75,59.74,2,8,50.0,53.0,0,0,0,0,68,609,16,18,32.0,30.51,2,12,100.0,52.17,1,17,50.0,73.91,15,27,30.0,39.13,2,18,100.0,52.94,2,2,100.0,100.0,blue,decision,,unanimous,3,5:00,3,2017-06-17,False,Welterweight
Tarec Saffiedine,Rafael Dos Anjos,0,0,60,81,43.0,51.0,71,91,47.02,53.85,1,1,100.0,20.0,0,1,0,0,220,212,34,35,30.36,35.35,14,37,93.33,75.51,12,9,100.0,90.0,44,56,36.97,44.8,16,20,80.0,76.92,0,5,,71.43,blue,decision,,unanimous,3,5:00,3,2017-06-17,False,Welterweight
Takanori Gomi,Jon Tuck,0,0,0,7,0.0,53.0,0,7,0.0,53.85,0,0,,,0,1,0,0,0,38,0,6,0.0,50.0,0,1,0.0,100.0,0,0,,,0,3,0.0,42.86,0,1,,50.0,0,3,,75.0,blue,finish,SUB,,1,1:12,3,2017-06-17,False,Lightweight
Cyril Asker,Walt Harris,0,1,2,21,14.0,51.0,2,23,14.29,53.49,0,0,,,0,0,0,0,0,25,1,17,9.09,48.57,1,2,33.33,50.0,0,2,,100.0,2,7,14.29,35.0,0,0,,,0,14,,66.67,blue,finish,KO/TKO,,1,1:44,3,2017-06-17,False,Heavyweight
Alex Caceres,Rolando Dy,1,0,51,20,54.0,30.0,56,21,56.57,31.82,0,1,,25.0,1,0,0,0,110,83,38,9,50.67,20.45,10,5,71.43,41.67,3,6,75.0,66.67,42,19,55.26,31.67,5,1,45.45,20.0,4,0,66.67,,red,finish,KO/TKO,,2,5:00,3,2017-06-17,False,Featherweight
Justin Scoggins,Yuta Sasaki,1,0,37,21,59.0,51.0,74,25,71.15,55.56,1,2,50.0,66.0,0,1,0,1,328,67,28,11,54.9,40.74,5,3,71.43,60.0,4,7,100.0,77.78,15,17,45.45,53.12,2,3,66.67,60.0,20,1,76.92,25.0,blue,finish,SUB,,2,3:19,3,2017-06-17,False,Flyweight
Li Jingliang,Frank Camacho,0,0,94,35,53.0,29.0,95,56,53.67,39.16,2,1,28.0,100.0,0,0,0,0,73,39,54,32,45.0,28.07,15,3,68.18,50.0,25,0,73.53,,92,32,53.18,27.59,2,3,66.67,75.0,0,0,,,red,decision,,unanimous,3,5:00,3,2017-06-17,False,Welterweight
Kwan Ho Kwak,Russell Doane,0,1,10,17,41.0,36.0,10,17,41.67,36.96,1,0,100.0,,0,0,0,0,12,2,5,13,31.25,35.14,1,1,50.0,20.0,4,3,66.67,75.0,10,12,43.48,32.43,0,1,,100.0,0,4,0.0,50.0,blue,finish,KO/TKO,,1,4:09,3,2017-06-17,False,Bantamweight
Naoki Inoue,Carls John De Tomas,0,0,62,30,53.0,40.0,151,53,66.23,51.96,0,2,0.0,50.0,5,0,1,1,518,77,47,19,49.47,35.85,2,1,66.67,33.33,13,10,72.22,55.56,35,21,46.67,35.59,7,7,87.5,70.0,20,2,60.61,40.0,red,decision,,unanimous,3,5:00,3,2017-06-17,False,Flyweight
Ji Yeon Kim,Lucie Pudilova,0,0,60,53,37.0,31.0,65,69,38.69,35.75,0,0,0.0,,0,2,0,0,76,308,42,42,30.22,28.77,9,6,64.29,42.86,9,5,100.0,55.56,53,44,36.81,28.03,7,9,50.0,75.0,0,0,0.0,,blue,decision,,unanimous,3,5:00,3,2017-06-17,False,Women's Bantamweight
Derrick Lewis,Mark Hunt,0,0,51,59,36.0,47.0,52,59,37.14,47.2,0,0,0.0,,0,0,0,0,0,0,34,37,30.36,40.66,14,12,73.68,50.0,3,10,37.5,100.0,50,52,37.31,44.07,1,7,20.0,100.0,0,0,,,blue,finish,KO/TKO,,4,3:51,5,2017-06-10,False,Heavyweight
Derek Brunson,Daniel Kelly,1,0,8,1,47.0,25.0,8,1,47.06,25.0,0,0,,,0,0,0,0,2,0,6,0,46.15,0.0,0,0,,,2,1,50.0,100.0,4,1,30.77,25.0,0,0,,,4,0,100.0,,red,finish,KO/TKO,,1,1:16,3,2017-06-10,False,Middleweight
Dan Hooker,Ross Pearson,1,0,69,38,48.0,43.0,74,38,50.68,43.18,0,0,0.0,,0,0,0,0,1,2,40,15,37.04,25.42,6,13,75.0,72.22,23,10,92.0,90.91,68,36,48.57,41.86,0,2,,100.0,1,0,100.0,,red,finish,KO/TKO,,2,3:02,3,2017-06-10,False,Lightweight
Ion Cutelaba,Henrique da Silva,1,0,15,1,83.0,50.0,15,1,83.33,50.0,0,0,,,0,0,0,0,9,0,15,1,83.33,50.0,0,0,,,0,0,,,4,1,66.67,50.0,0,0,,,11,0,91.67,,red,finish,KO/TKO,,1,0:22,3,2017-06-10,False,Light Heavyweight
Tim Elliott,Ben Nguyen,0,0,1,3,25.0,42.0,1,8,25.0,66.67,0,1,0.0,100.0,0,1,0,0,0,31,0,3,0.0,42.86,0,0,,,1,0,50.0,,1,2,25.0,33.33,0,1,,100.0,0,0,,,blue,finish,SUB,,1,0:49,3,2017-06-10,False,Flyweight
Alexander Volkanovski,Mizuto Hirota,1,0,87,46,62.0,30.0,93,51,64.14,32.9,4,0,57.0,0.0,0,0,0,0,318,23,55,39,56.7,28.06,9,2,69.23,40.0,23,5,79.31,100.0,46,42,49.46,29.58,18,2,90.0,40.0,23,2,88.46,100.0,red,decision,,unanimous,3,5:00,3,2017-06-10,False,Featherweight
